SITE ID,LOCATION IDENTIFIER,STREET ADDRESS,TOWN,merged address,STATE,ENTIRE SERVICE LINE MATERIAL CLASSIFICATION,BUILDING TYPE,SOURCE FILE,STREET NUMBER,STREET NAME,extracted_pswid,is_match,PWSID,SYSTEM NAME,lat,long
700153489,406 E Putnam Ave,406 E Putnam Ave,Cos Cob,406 E Putnam Ave Cos Cob Ct,Ct,Lead,Multi-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0401087,-73.5956431
700153491,400 Putnam Ave E,400 Putnam Ave E,Cos Cob,400 Putnam Ave E Cos Cob Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0400401,-73.5957747
700153492,392 E Putnam Ave,392 E Putnam Ave,Cos Cob,392 E Putnam Ave Cos Cob Ct,Ct,Lead,"Nonresidential, Non-School, Non-Daycare",Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0400054,-73.5960271
700154508,220 E Putnam Ave,220 E Putnam Ave,Cos Cob,220 E Putnam Ave Cos Cob Ct,Ct,Lead,"Nonresidential, Non-School, Non-Daycare",Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0353801,-73.620263
700154543,84-86 East Putnam Ave,84-86 East Putnam Ave,Cos Cob,84-86 East Putnam Ave Cos Cob Ct,Ct,Lead,Multi-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0367446,-73.6101238
700154544,80 E Putnam Ave,80 E Putnam Ave,Cos Cob,80 E Putnam Ave Cos Cob Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0369647,-73.6022515
700154562,6 Field Rd,6 Field Rd,Cos Cob,6 Field Rd Cos Cob Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0370474,-73.6032247
700154574,6 Valleywood Rd,6 Valleywood Rd,Cos Cob,6 Valleywood Rd Cos Cob Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0373174,-73.6041763
700154584,12 Old Post Rd,12 Old Post Rd,Cos Cob,12 Old Post Rd Cos Cob Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.03673,-73.6064707
700154757,17 Cross Ln,17 Cross Ln,Cos Cob,17 Cross Ln Cos Cob Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0355382,-73.6023159
700154785,25 Cross Ln,25 Cross Ln,Cos Cob,25 Cross Ln Cos Cob Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0350047,-73.60266
700154791,27 Cross Ln,27 Cross Ln,Cos Cob,27 Cross Ln Cos Cob Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0348564,-73.6027381
700154827,39 Cross Ln,39 Cross Ln,Cos Cob,39 Cross Ln Cos Cob Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0340988,-73.603043
700156257,46 Cross Ln,46 Cross Ln,Cos Cob,46 Cross Ln Cos Cob Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0337544,-73.6025924
700156269,22 Cross Ln,22 Cross Ln,Cos Cob,22 Cross Ln Cos Cob Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0353153,-73.60195
700156282,18 Cross Ln,18 Cross Ln,Cos Cob,18 Cross Ln Cos Cob Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.035561,-73.6017888
700156296,14 Cross Ln,14 Cross Ln,Cos Cob,14 Cross Ln Cos Cob Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0358321,-73.6016833
700156328,133 E Putnam Ave,133 E Putnam Ave,Cos Cob,133 E Putnam Ave Cos Cob Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0365104,-73.6012905
700156334,121 E Putnam Ave,121 E Putnam Ave,Cos Cob,121 E Putnam Ave Cos Cob Ct,Ct,Lead,"Nonresidential, Non-School, Non-Daycare",Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0368038,-73.6012028
700156363,13 Strickland Rd,13 Strickland Rd,Cos Cob,13 Strickland Rd Cos Cob Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0364484,-73.6005458
700156401,55 Loughlin Ave,55 Loughlin Ave,Cos Cob,55 Loughlin Ave Cos Cob Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0329554,-73.6023697
700156405,59 Loughlin Ave,59 Loughlin Ave,Cos Cob,59 Loughlin Ave Cos Cob Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0324657,-73.6025742
700156411,61 Loughlin Ave,61 Loughlin Ave,Cos Cob,61 Loughlin Ave Cos Cob Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0323165,-73.602623
700156416,63 Loughlin Ave,63 Loughlin Ave,Cos Cob,63 Loughlin Ave Cos Cob Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0321455,-73.602567
700156447,73 Loughlin Ave,73 Loughlin Ave,Cos Cob,73 Loughlin Ave Cos Cob Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0314899,-73.6022823
700157503,70 Loughlin Ave,70 Loughlin Ave,Cos Cob,70 Loughlin Ave Cos Cob Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0312858,-73.6014036
700157516,66 Loughlin Ave,66 Loughlin Ave,Cos Cob,66 Loughlin Ave Cos Cob Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0316597,-73.6017559
700157522,64 Loughlin Ave,64 Loughlin Ave,Cos Cob,64 Loughlin Ave Cos Cob Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0318493,-73.601805
700157552,52 Loughlin Ave,52 Loughlin Ave,Cos Cob,52 Loughlin Ave Cos Cob Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0327784,-73.6018726
700157558,50 Loughlin Ave,50 Loughlin Ave,Cos Cob,50 Loughlin Ave Cos Cob Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0330489,-73.6017273
700157574,42 Loughlin Ave,42 Loughlin Ave,Cos Cob,42 Loughlin Ave Cos Cob Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0335278,-73.601463
700157582,38 Loughlin Ave,38 Loughlin Ave,Cos Cob,38 Loughlin Ave Cos Cob Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0337852,-73.601329
700157637,29 Butler St,29 Butler St,Cos Cob,29 Butler St Cos Cob Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0325459,-73.6009494
700157648,35 Butler St,35 Butler St,Cos Cob,35 Butler St Cos Cob Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0319655,-73.6007707
700157662,43 Butler St,43 Butler St,Cos Cob,43 Butler St Cos Cob Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0312058,-73.6011086
700157687,42 Butler St,42 Butler St,Cos Cob,42 Butler St Cos Cob Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.031225,-73.600206
700157697,38 Butler St,38 Butler St,Cos Cob,38 Butler St Cos Cob Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0317922,-73.600161
700157710,34 Butler St,34 Butler St,Cos Cob,34 Butler St Cos Cob Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0320654,-73.6001324
700157720,28A Butler St,28A Butler St,Cos Cob,28A Butler St Cos Cob Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0327521,-73.6004155
700157725,30 Butler St,30 Butler St,Cos Cob,30 Butler St Cos Cob Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0323379,-73.6000906
700157730,28 Butler St,28 Butler St,Cos Cob,28 Butler St Cos Cob Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0324746,-73.6001015
700157762,20 Butler St,20 Butler St,Cos Cob,20 Butler St Cos Cob Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0333133,-73.6001607
700157770,12 Butler St,12 Butler St,Cos Cob,12 Butler St Cos Cob Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0335817,-73.6001647
700157774,10 Butler St,10 Butler St,Cos Cob,10 Butler St Cos Cob Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0337187,-73.6002277
700157959,37 Strickland Rd,37 Strickland Rd,Cos Cob,37 Strickland Rd Cos Cob Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0346179,-73.5982977
700159001,79 Strickland Rd,79 Strickland Rd,Cos Cob,79 Strickland Rd Cos Cob Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0317003,-73.5980749
700159217,40 Strickland Rd,40 Strickland Rd,Cos Cob,40 Strickland Rd Cos Cob Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0347648,-73.5977735
700159224,38 Strickland Rd,38 Strickland Rd,Cos Cob,38 Strickland Rd Cos Cob Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0349533,-73.5978848
700159372,10 Relay Pl,10 Relay Pl,Cos Cob,10 Relay Pl Cos Cob Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0377119,-73.5975951
700159453,239 E Putnam Ave,239 E Putnam Ave,Cos Cob,239 E Putnam Ave Cos Cob Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0387222,-73.5978273
700159465,253 Putnam Ave E,253 Putnam Ave E,Cos Cob,253 Putnam Ave E Cos Cob Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0386996,-73.5974867
700159471,257 Putnam Ave E,257 Putnam Ave E,Cos Cob,257 Putnam Ave E Cos Cob Ct,Ct,Lead,Multi-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0388029,-73.5972875
700161119,35 Mead Ave,35 Mead Ave,Cos Cob,35 Mead Ave Cos Cob Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0364786,-73.5954632
700154972,234 Putnam Ave E,234 Putnam Ave E,Cos Cob,234 Putnam Ave E Cos Cob Ct,Ct,Lead,"Nonresidential, Non-School, Non-Daycare",Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.038715,-73.5982389
700161894,80 Valleywood Rd,80 Valleywood Rd,Cos Cob,80 Valleywood Rd Cos Cob Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0433891,-73.6028926
700161899,78 Valleywood Rd,78 Valleywood Rd,Cos Cob,78 Valleywood Rd Cos Cob Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0432231,-73.6029185
700161904,76 Valleywood Rd,76 Valleywood Rd,Cos Cob,76 Valleywood Rd Cos Cob Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0430688,-73.6029642
700161919,70 Valleywood Rd,70 Valleywood Rd,Cos Cob,70 Valleywood Rd Cos Cob Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0425806,-73.6031095
700161929,66 Valleywood Rd,66 Valleywood Rd,Cos Cob,66 Valleywood Rd Cos Cob Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0422628,-73.6031553
700161941,62 Valleywood Rd,62 Valleywood Rd,Cos Cob,62 Valleywood Rd Cos Cob Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.041938,-73.6032961
700162029,34 Valleywood Rd,34 Valleywood Rd,Cos Cob,34 Valleywood Rd Cos Cob Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0395997,-73.6035621
700162055,28 Valleywood Rd,28 Valleywood Rd,Cos Cob,28 Valleywood Rd Cos Cob Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.039117,-73.6036177
700162077,22 Valleywood Rd,22 Valleywood Rd,Cos Cob,22 Valleywood Rd Cos Cob Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0385327,-73.603778
700163482,9 Jackson St,9 Jackson St,Cos Cob,9 Jackson St Cos Cob Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0427965,-73.6021019
700163515,71 Valleywood Rd,71 Valleywood Rd,Cos Cob,71 Valleywood Rd Cos Cob Ct,Ct,Lead,Multi-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0429011,-73.6024385
700163524,73 Valleywood Rd,73 Valleywood Rd,Cos Cob,73 Valleywood Rd Cos Cob Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0430491,-73.6023863
700163540,75 Valleywood Rd,75 Valleywood Rd,Cos Cob,75 Valleywood Rd Cos Cob Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0432196,-73.6023281
700163668,84 Orchard St,84 Orchard St,Cos Cob,84 Orchard St Cos Cob Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0447878,-73.6017161
700163721,76 Orchard St,76 Orchard St,Cos Cob,76 Orchard St Cos Cob Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0445045,-73.6004999
700163768,76 Sinawoy Rd,76 Sinawoy Rd,Cos Cob,76 Sinawoy Rd Cos Cob Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0438706,-73.6004175
700163846,62 Sinawoy Rd,62 Sinawoy Rd,Cos Cob,62 Sinawoy Rd Cos Cob Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0430209,-73.6014355
700163871,58 Sinawoy Rd,58 Sinawoy Rd,Cos Cob,58 Sinawoy Rd Cos Cob Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.042716,-73.6014629
700163886,56 Sinawoy Rd,56 Sinawoy Rd,Cos Cob,56 Sinawoy Rd Cos Cob Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0425619,-73.6014699
700163956,46 Sinawoy Rd,46 Sinawoy Rd,Cos Cob,46 Sinawoy Rd Cos Cob Ct,Ct,Lead,Multi-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0416599,-73.6021263
700163979,42 Sinawoy Rd,42 Sinawoy Rd,Cos Cob,42 Sinawoy Rd Cos Cob Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0413232,-73.6016608
700164551,32 Sinawoy Rd,32 Sinawoy Rd,Cos Cob,32 Sinawoy Rd Cos Cob Ct,Ct,Lead,Single-Family Residence,Ct0570011_Lcrr_Inventory_Initial_10.16.24.Xlsx,,,Ct0570011,True,Ct0570011,Aquarion Water Co Of Ct-Greenwich,41.0404136,-73.6013364
