SITE ID,LOCATION IDENTIFIER,STREET ADDRESS,TOWN,merged address,STATE,BUILDING TYPE,PWSID,SYSTEM NAME,lat,long
700023240,595 BISHOP AVE,595 BISHOP AVE,BRIDGEPORT,595 BISHOP AVE BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System,41.1903986,-73.1574917
700023266,615 BISHOP AVE,615 BISHOP AVE,BRIDGEPORT,615 BISHOP AVE BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System,41.1906454,-73.1575433
700023313,258 SHERIDAN ST,258 SHERIDAN ST,BRIDGEPORT,258 SHERIDAN ST BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System,41.1926342,-73.1691377
700023314,262 SHERIDAN ST,262 SHERIDAN ST,BRIDGEPORT,262 SHERIDAN ST BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System,41.1927356,-73.1691527
700023329,67 MEAD ST,67 MEAD ST,BRIDGEPORT,67 MEAD ST BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System,41.1902039,-73.1683177
700023337,1078-1080 OGDEN STREET EXT,1078-1080 OGDEN STREET EXT,BRIDGEPORT,1078-1080 OGDEN STREET EXT BRIDGEPORT CT,CT,NONRES,CT0150011,Aquarion Water Co of CT-Main System,NA,NA
700023339,1090 OGDEN STREET EXT,1090 OGDEN STREET EXT,BRIDGEPORT,1090 OGDEN STREET EXT BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System,NA,NA
700023342,1136 OGDEN STREET EXT,1136 OGDEN STREET EXT,BRIDGEPORT,1136 OGDEN STREET EXT BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System,NA,NA
700023355,1149 OGDEN STREET EXT,1149 OGDEN STREET EXT,BRIDGEPORT,1149 OGDEN STREET EXT BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System,NA,NA
700023359,1145-47 OGDEN STREET EXT,1145-47 OGDEN STREET EXT,BRIDGEPORT,1145-47 OGDEN STREET EXT BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System,NA,NA
700023362,17-19 FLORENCE ST,17-19 FLORENCE ST,BRIDGEPORT,17-19 FLORENCE ST BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System,41.1832706,-73.1556756
700023368,1161-1165 OGDEN STREET EXT,1161-1165 OGDEN STREET EXT,BRIDGEPORT,1161-1165 OGDEN STREET EXT BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System,NA,NA
700023370,29 FREEMAN ST,29 FREEMAN ST,BRIDGEPORT,29 FREEMAN ST BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System,41.1822012,-73.1576701
700023373,1162 OGDEN STREET EXT,1162 OGDEN STREET EXT,BRIDGEPORT,1162 OGDEN STREET EXT BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System,NA,NA
700023374,31-33 FREEMAN ST,31-33 FREEMAN ST,BRIDGEPORT,31-33 FREEMAN ST BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System,41.1825477,-73.1574574
700023381,1166 OGDEN STREET EXT,1166 OGDEN STREET EXT,BRIDGEPORT,1166 OGDEN STREET EXT BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System,NA,NA
700023386,54 FREEMAN ST,54 FREEMAN ST,BRIDGEPORT,54 FREEMAN ST BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System,41.182536,-73.1572385
700023389,11 BELL ST,11 BELL ST,BRIDGEPORT,11 BELL ST BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System,41.1913919,-73.1686294
700023397,28 BELL ST,28 BELL ST,BRIDGEPORT,28 BELL ST BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System,41.191522,-73.1682472
700023425,55-57 WATERMAN ST,55-57 WATERMAN ST,BRIDGEPORT,55-57 WATERMAN ST BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System,41.1821289,-73.1583247
700023428,55-57 BELL ST,55-57 BELL ST,BRIDGEPORT,55-57 BELL ST BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System,41.1922598,-73.1684296
700023434,66 BELL ST,66 BELL ST,BRIDGEPORT,66 BELL ST BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System,41.1920902,-73.1682245
700023452,81 BELL ST,81 BELL ST,BRIDGEPORT,81 BELL ST BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System,41.1924183,-73.1685618
700024531,1549-1551 CENTRAL AVE,1549-1551 CENTRAL AVE,BRIDGEPORT,1549-1551 CENTRAL AVE BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System,41.1803621,-73.1660504
700024554,1685 CENTRAL AVE,1685 CENTRAL AVE,BRIDGEPORT,1685 CENTRAL AVE BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System,41.1901842,-73.1678064
700024579,1717 CENTRAL AVE,1717 CENTRAL AVE,BRIDGEPORT,1717 CENTRAL AVE BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System,41.1906252,-73.1677996
700024584,1739 CENTRAL AVE,1739 CENTRAL AVE,BRIDGEPORT,1739 CENTRAL AVE BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System,41.1909393,-73.1677565
700024588,1743 CENTRAL AVE,1743 CENTRAL AVE,BRIDGEPORT,1743 CENTRAL AVE BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System,41.1909814,-73.167702
700024595,1761 CENTRAL AVE,1761 CENTRAL AVE,BRIDGEPORT,1761 CENTRAL AVE BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System,41.1912706,-73.1677549
700024598,1765 CENTRAL AVE,1765 CENTRAL AVE,BRIDGEPORT,1765 CENTRAL AVE BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System,41.1913262,-73.1677536
700024609,57-59 ALANSON RD,57-59 ALANSON RD,BRIDGEPORT,57-59 ALANSON RD BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System,41.1817821,-73.1592884
700024614,1793 CENTRAL AVE,1793 CENTRAL AVE,BRIDGEPORT,1793 CENTRAL AVE BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System,41.191682900000004,-73.1677349
700024623,1845 CENTRAL AVE,1845 CENTRAL AVE,BRIDGEPORT,1845 CENTRAL AVE BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System,41.1923702,-73.1677022
700024631,1867 CENTRAL AVE,1867 CENTRAL AVE,BRIDGEPORT,1867 CENTRAL AVE BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System,41.1926455,-73.1676971
700024655,35 FORD PL,35 FORD PL,BRIDGEPORT,35 FORD PL BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System,41.1880007,-73.1667182
700024668,60-62 FORD PL,60-62 FORD PL,BRIDGEPORT,60-62 FORD PL BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System,41.1877961,-73.1665067
700024672,68-70 FORD PL,68-70 FORD PL,BRIDGEPORT,68-70 FORD PL BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System,41.1877961,-73.1665067
700024675,2-4 MILL HILL AVE,2-4 MILL HILL AVE,BRIDGEPORT,2-4 MILL HILL AVE BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System,41.1882285,-73.1654865
700024699,49 MILL HILL AVE,49 MILL HILL AVE,BRIDGEPORT,49 MILL HILL AVE BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System,41.1871816,-73.165835
700024774,410 MILL HILL AVE,410 MILL HILL AVE,BRIDGEPORT,410 MILL HILL AVE BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System,41.1921314,-73.1648689
700024789,430 MILL HILL AVE,430 MILL HILL AVE,BRIDGEPORT,430 MILL HILL AVE BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System,41.1924009,-73.1648677
700024797,440 MILL HILL AVE,440 MILL HILL AVE,BRIDGEPORT,440 MILL HILL AVE BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System,41.192533,-73.1648609
700024800,457 MILL HILL AVE,457 MILL HILL AVE,BRIDGEPORT,457 MILL HILL AVE BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System,41.1927109,-73.1654601
700024836,220 RIDGEFIELD AVE,220 RIDGEFIELD AVE,BRIDGEPORT,220 RIDGEFIELD AVE BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System,41.189774,-73.1638795
700024918,343-345 RIDGEFIELD AVE,343-345 RIDGEFIELD AVE,BRIDGEPORT,343-345 RIDGEFIELD AVE BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System,41.1901758,-73.1641173
700024930,361 RIDGEFIELD AVE,361 RIDGEFIELD AVE,BRIDGEPORT,361 RIDGEFIELD AVE BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System,41.1918178,-73.1641979
700024947,394-396 RIDGEFIELD AVE,394-396 RIDGEFIELD AVE,BRIDGEPORT,394-396 RIDGEFIELD AVE BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System,41.1901758,-73.1641173
700024951,404-406 RIDGEFIELD AVE,404-406 RIDGEFIELD AVE,BRIDGEPORT,404-406 RIDGEFIELD AVE BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System,41.1901758,-73.1641173
700024955,413-417 RIDGEFIELD AVE,413-417 RIDGEFIELD AVE,BRIDGEPORT,413-417 RIDGEFIELD AVE BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System,41.1901758,-73.1641173
700024959,414-16 RIDGEFIELD AVE,414-16 RIDGEFIELD AVE,BRIDGEPORT,414-16 RIDGEFIELD AVE BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System,41.1901758,-73.1641173
700024967,424-426 RIDGEFIELD AVE,424-426 RIDGEFIELD AVE,BRIDGEPORT,424-426 RIDGEFIELD AVE BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System,41.1901758,-73.1641173
700026057,1819 CENTRAL AVE,1819 CENTRAL AVE,BRIDGEPORT,1819 CENTRAL AVE BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System,41.1920183,-73.1677525
700026065,1116 OGDEN STREET EXT,1116 OGDEN STREET EXT,BRIDGEPORT,1116 OGDEN STREET EXT BRIDGEPORT CT,CT,NONRES,CT0150011,Aquarion Water Co of CT-Main System,NA,NA
700026135,47 N BISHOP AVE,47 N BISHOP AVE,BRIDGEPORT,47 N BISHOP AVE BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System,41.1937039,-73.1575093
700026137,403 RIDGEFIELD AVE,403 RIDGEFIELD AVE,BRIDGEPORT,403 RIDGEFIELD AVE BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System,41.192372,-73.1641287
700026248,246 JUDSON PL,246 JUDSON PL,BRIDGEPORT,246 JUDSON PL BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System,41.1920355,-73.1626121
700026251,253-255 JUDSON PL,253-255 JUDSON PL,BRIDGEPORT,253-255 JUDSON PL BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System,41.191117,-73.1629413
700026255,263 JUDSON PL,263 JUDSON PL,BRIDGEPORT,263 JUDSON PL BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System,41.1923186,-73.163083
700026261,273 JUDSON PL,273 JUDSON PL,BRIDGEPORT,273 JUDSON PL BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System,41.1924943,-73.1630751
700026264,283-85 JUDSON PL,283-85 JUDSON PL,BRIDGEPORT,283-85 JUDSON PL BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System,41.191117,-73.1629413
700026274,293 JUDSON PL,293 JUDSON PL,BRIDGEPORT,293 JUDSON PL BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System,41.1927288,-73.1631079
700026278,303-305 JUDSON PL,303-305 JUDSON PL,BRIDGEPORT,303-305 JUDSON PL BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System,41.191117,-73.1629413
700026363,267 SUMMERFIELD AVE,267 SUMMERFIELD AVE,BRIDGEPORT,267 SUMMERFIELD AVE BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System,41.1913104,-73.162079
700026393,329-331 SUMMERFIELD AVE,329-331 SUMMERFIELD AVE,BRIDGEPORT,329-331 SUMMERFIELD AVE BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System,41.1905863,-73.1618801
700026408,50-52 PRINCE ST,50-52 PRINCE ST,BRIDGEPORT,50-52 PRINCE ST BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System,41.1898351,-73.1610298
700026420,83 PRINCE ST,83 PRINCE ST,BRIDGEPORT,83 PRINCE ST BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System,41.1890989,-73.1613132
700026424,84-86 PRINCE ST,84-86 PRINCE ST,BRIDGEPORT,84-86 PRINCE ST BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System,41.1898351,-73.1610298
700026436,100 PRINCE ST,100 PRINCE ST,BRIDGEPORT,100 PRINCE ST BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System,41.1893311,-73.1608547
700026440,101-103 PRINCE ST,101-103 PRINCE ST,BRIDGEPORT,101-103 PRINCE ST BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System,41.1898351,-73.1610298
700026448,111 PRINCE ST,111 PRINCE ST,BRIDGEPORT,111 PRINCE ST BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System,41.1895122,-73.1613051
700026452,122 PRINCE ST,122 PRINCE ST,BRIDGEPORT,122 PRINCE ST BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System,41.1896006,-73.1608413
700027561,265 PRINCE ST,265 PRINCE ST,BRIDGEPORT,265 PRINCE ST BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System,41.1915303,-73.1610901
700027569,30 PIXLEE PL,30 PIXLEE PL,BRIDGEPORT,30 PIXLEE PL BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System,41.1889914,-73.1597591
700027603,73 PIXLEE PL,73 PIXLEE PL,BRIDGEPORT,73 PIXLEE PL BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System,41.1894481,-73.1602553
700027621,94-96 PIXLEE PL,94-96 PIXLEE PL,BRIDGEPORT,94-96 PIXLEE PL BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System,41.1908175,-73.1601707
700027627,97-99 PIXLEE PL,97-99 PIXLEE PL,BRIDGEPORT,97-99 PIXLEE PL BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System,41.1908175,-73.1601707
700027636,109-111 PIXLEE PL,109-111 PIXLEE PL,BRIDGEPORT,109-111 PIXLEE PL BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System,41.1908175,-73.1601707
700027650,141-143 PIXLEE PL,141-143 PIXLEE PL,BRIDGEPORT,141-143 PIXLEE PL BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System,41.1908175,-73.1601707
700027663,157 PIXLEE PL,157 PIXLEE PL,BRIDGEPORT,157 PIXLEE PL BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System,41.1906762,-73.1603245
700027686,197 PIXLEE PL,197 PIXLEE PL,BRIDGEPORT,197 PIXLEE PL BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System,41.1912231,-73.1603779
700027694,213 PIXLEE PL,213 PIXLEE PL,BRIDGEPORT,213 PIXLEE PL BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System,41.1914326,-73.1604217
700027712,246-250 PIXLEE PL,246-250 PIXLEE PL,BRIDGEPORT,246-250 PIXLEE PL BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System,41.1908175,-73.1601707
700027748,318 PIXLEE PL,318 PIXLEE PL,BRIDGEPORT,318 PIXLEE PL BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System,41.1928044,-73.1601385
700027760,23 WILLOW ST,23 WILLOW ST,BRIDGEPORT,23 WILLOW ST BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System,41.1870383,-73.1588901
700027764,24 WILLOW ST,24 WILLOW ST,BRIDGEPORT,24 WILLOW ST BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System,41.1868724,-73.1584407
700027796,66 WILLOW ST,66 WILLOW ST,BRIDGEPORT,66 WILLOW ST BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System,41.1873533,-73.158624
700027822,197 WILLOW ST,197 WILLOW ST,BRIDGEPORT,197 WILLOW ST BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System,41.1891278,-73.1593182
700027867,248 WILLOW ST,248 WILLOW ST,BRIDGEPORT,248 WILLOW ST BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System,41.1898431,-73.1588004
700027874,250 WILLOW ST,250 WILLOW ST,BRIDGEPORT,250 WILLOW ST BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System,41.1898738,-73.1588731
700027881,259 WILLOW ST,259 WILLOW ST,BRIDGEPORT,259 WILLOW ST BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System,41.1900181,-73.1593993
700027931,289 WILLOW ST,289 WILLOW ST,BRIDGEPORT,289 WILLOW ST BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System,41.1904321,-73.1594405
700027974,317 WILLOW ST,317 WILLOW ST,BRIDGEPORT,317 WILLOW ST BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System,41.1907932,-73.1593833
700027990,327 WILLOW ST,327 WILLOW ST,BRIDGEPORT,327 WILLOW ST BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System,41.1909083,-73.1594879
700027997,329 WILLOW ST,329 WILLOW ST,BRIDGEPORT,329 WILLOW ST BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System,41.1909568,-73.1594067
700029541,408 WILLOW ST,408 WILLOW ST,BRIDGEPORT,408 WILLOW ST BRIDGEPORT CT,CT,SF,CT0150011,Aquarion Water Co of CT-Main System,41.1920667,-73.1590819
700029547,415-417 WILLOW ST,415-417 WILLOW ST,BRIDGEPORT,415-417 WILLOW ST BRIDGEPORT CT,CT,MF,CT0150011,Aquarion Water Co of CT-Main System,41.1898792,-73.1590793
