SITE ID,LOCATION IDENTIFIER,STREET ADDRESS,TOWN,merged address,STATE,ENTIRE SERVICE LINE MATERIAL CLASSIFICATION,BUILDING TYPE,SOURCE FILE,STREET NUMBER,STREET NAME,extracted_pswid,is_match,PWSID,SYSTEM NAME,lat,long
700153491,400 PUTNAM AVE E,400 PUTNAM AVE E,COS COB,400 PUTNAM AVE E COS COB CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0400401,-73.5957747
700153492,392 E PUTNAM AVE,392 E PUTNAM AVE,COS COB,392 E PUTNAM AVE COS COB CT,CT,Lead,NONRES,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0400054,-73.5960271
700154508,220 E PUTNAM AVE,220 E PUTNAM AVE,COS COB,220 E PUTNAM AVE COS COB CT,CT,Lead,NONRES,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0353801,-73.620263
700154543,84-86 EAST PUTNAM AVE,84-86 EAST PUTNAM AVE,COS COB,84-86 EAST PUTNAM AVE COS COB CT,CT,Lead,MF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0367446,-73.6101238
700154544,80 E PUTNAM AVE,80 E PUTNAM AVE,COS COB,80 E PUTNAM AVE COS COB CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0369647,-73.6022515
700154562,6 FIELD RD,6 FIELD RD,COS COB,6 FIELD RD COS COB CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0370474,-73.6032247
700154574,6 VALLEYWOOD RD,6 VALLEYWOOD RD,COS COB,6 VALLEYWOOD RD COS COB CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0373174,-73.6041763
700154584,12 OLD POST RD,12 OLD POST RD,COS COB,12 OLD POST RD COS COB CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.03673,-73.6064707
700154757,17 CROSS LN,17 CROSS LN,COS COB,17 CROSS LN COS COB CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0355382,-73.6023159
700154785,25 CROSS LN,25 CROSS LN,COS COB,25 CROSS LN COS COB CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0350047,-73.60266
700154791,27 CROSS LN,27 CROSS LN,COS COB,27 CROSS LN COS COB CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0348564,-73.6027381
700154827,39 CROSS LN,39 CROSS LN,COS COB,39 CROSS LN COS COB CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0340988,-73.603043
700156257,46 CROSS LN,46 CROSS LN,COS COB,46 CROSS LN COS COB CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0337544,-73.6025924
700156269,22 CROSS LN,22 CROSS LN,COS COB,22 CROSS LN COS COB CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0353153,-73.60195
700156282,18 CROSS LN,18 CROSS LN,COS COB,18 CROSS LN COS COB CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.035561,-73.6017888
700156296,14 CROSS LN,14 CROSS LN,COS COB,14 CROSS LN COS COB CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0358321,-73.6016833
700156328,133 E PUTNAM AVE,133 E PUTNAM AVE,COS COB,133 E PUTNAM AVE COS COB CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0365104,-73.6012905
700156334,121 E PUTNAM AVE,121 E PUTNAM AVE,COS COB,121 E PUTNAM AVE COS COB CT,CT,Lead,NONRES,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0368038,-73.6012028
700156363,13 STRICKLAND RD,13 STRICKLAND RD,COS COB,13 STRICKLAND RD COS COB CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0364484,-73.6005458
700156401,55 LOUGHLIN AVE,55 LOUGHLIN AVE,COS COB,55 LOUGHLIN AVE COS COB CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0329554,-73.6023697
700156405,59 LOUGHLIN AVE,59 LOUGHLIN AVE,COS COB,59 LOUGHLIN AVE COS COB CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0324657,-73.6025742
700156411,61 LOUGHLIN AVE,61 LOUGHLIN AVE,COS COB,61 LOUGHLIN AVE COS COB CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0323165,-73.602623
700156416,63 LOUGHLIN AVE,63 LOUGHLIN AVE,COS COB,63 LOUGHLIN AVE COS COB CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0321455,-73.602567
700156447,73 LOUGHLIN AVE,73 LOUGHLIN AVE,COS COB,73 LOUGHLIN AVE COS COB CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0314899,-73.6022823
700157503,70 LOUGHLIN AVE,70 LOUGHLIN AVE,COS COB,70 LOUGHLIN AVE COS COB CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0312858,-73.6014036
700157516,66 LOUGHLIN AVE,66 LOUGHLIN AVE,COS COB,66 LOUGHLIN AVE COS COB CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0316597,-73.6017559
700157522,64 LOUGHLIN AVE,64 LOUGHLIN AVE,COS COB,64 LOUGHLIN AVE COS COB CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0318493,-73.601805
700157552,52 LOUGHLIN AVE,52 LOUGHLIN AVE,COS COB,52 LOUGHLIN AVE COS COB CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0327784,-73.6018726
700157558,50 LOUGHLIN AVE,50 LOUGHLIN AVE,COS COB,50 LOUGHLIN AVE COS COB CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0330489,-73.6017273
700157574,42 LOUGHLIN AVE,42 LOUGHLIN AVE,COS COB,42 LOUGHLIN AVE COS COB CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0335278,-73.601463
700157582,38 LOUGHLIN AVE,38 LOUGHLIN AVE,COS COB,38 LOUGHLIN AVE COS COB CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0337852,-73.601329
700157637,29 BUTLER ST,29 BUTLER ST,COS COB,29 BUTLER ST COS COB CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0325459,-73.6009494
700157648,35 BUTLER ST,35 BUTLER ST,COS COB,35 BUTLER ST COS COB CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0319655,-73.6007707
700157662,43 BUTLER ST,43 BUTLER ST,COS COB,43 BUTLER ST COS COB CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0312058,-73.6011086
700157687,42 BUTLER ST,42 BUTLER ST,COS COB,42 BUTLER ST COS COB CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.031225,-73.600206
700157697,38 BUTLER ST,38 BUTLER ST,COS COB,38 BUTLER ST COS COB CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0317922,-73.600161
700157710,34 BUTLER ST,34 BUTLER ST,COS COB,34 BUTLER ST COS COB CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0320654,-73.6001324
700157720,28A BUTLER ST,28A BUTLER ST,COS COB,28A BUTLER ST COS COB CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0327521,-73.6004155
700157725,30 BUTLER ST,30 BUTLER ST,COS COB,30 BUTLER ST COS COB CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0323379,-73.6000906
700157730,28 BUTLER ST,28 BUTLER ST,COS COB,28 BUTLER ST COS COB CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0324746,-73.6001015
700157762,20 BUTLER ST,20 BUTLER ST,COS COB,20 BUTLER ST COS COB CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0333133,-73.6001607
700157770,12 BUTLER ST,12 BUTLER ST,COS COB,12 BUTLER ST COS COB CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0335817,-73.6001647
700157774,10 BUTLER ST,10 BUTLER ST,COS COB,10 BUTLER ST COS COB CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0337187,-73.6002277
700157959,37 STRICKLAND RD,37 STRICKLAND RD,COS COB,37 STRICKLAND RD COS COB CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0346179,-73.5982977
700159001,79 STRICKLAND RD,79 STRICKLAND RD,COS COB,79 STRICKLAND RD COS COB CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0317003,-73.5980749
700159217,40 STRICKLAND RD,40 STRICKLAND RD,COS COB,40 STRICKLAND RD COS COB CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0347648,-73.5977735
700159224,38 STRICKLAND RD,38 STRICKLAND RD,COS COB,38 STRICKLAND RD COS COB CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0349533,-73.5978848
700159372,10 RELAY PL,10 RELAY PL,COS COB,10 RELAY PL COS COB CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0377119,-73.5975951
700159453,239 E PUTNAM AVE,239 E PUTNAM AVE,COS COB,239 E PUTNAM AVE COS COB CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0387222,-73.5978273
700159465,253 PUTNAM AVE E,253 PUTNAM AVE E,COS COB,253 PUTNAM AVE E COS COB CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0386996,-73.5974867
700159471,257 PUTNAM AVE E,257 PUTNAM AVE E,COS COB,257 PUTNAM AVE E COS COB CT,CT,Lead,MF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0388029,-73.5972875
700161119,35 MEAD AVE,35 MEAD AVE,COS COB,35 MEAD AVE COS COB CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0364786,-73.5954632
700154972,234 PUTNAM AVE E,234 PUTNAM AVE E,COS COB,234 PUTNAM AVE E COS COB CT,CT,Lead,NONRES,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.038715,-73.5982389
700161894,80 VALLEYWOOD RD,80 VALLEYWOOD RD,COS COB,80 VALLEYWOOD RD COS COB CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0433891,-73.6028926
700161899,78 VALLEYWOOD RD,78 VALLEYWOOD RD,COS COB,78 VALLEYWOOD RD COS COB CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0432231,-73.6029185
700161904,76 VALLEYWOOD RD,76 VALLEYWOOD RD,COS COB,76 VALLEYWOOD RD COS COB CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0430688,-73.6029642
700161919,70 VALLEYWOOD RD,70 VALLEYWOOD RD,COS COB,70 VALLEYWOOD RD COS COB CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0425806,-73.6031095
700161929,66 VALLEYWOOD RD,66 VALLEYWOOD RD,COS COB,66 VALLEYWOOD RD COS COB CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0422628,-73.6031553
700161941,62 VALLEYWOOD RD,62 VALLEYWOOD RD,COS COB,62 VALLEYWOOD RD COS COB CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.041938,-73.6032961
700162029,34 VALLEYWOOD RD,34 VALLEYWOOD RD,COS COB,34 VALLEYWOOD RD COS COB CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0395997,-73.6035621
700162055,28 VALLEYWOOD RD,28 VALLEYWOOD RD,COS COB,28 VALLEYWOOD RD COS COB CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.039117,-73.6036177
700162077,22 VALLEYWOOD RD,22 VALLEYWOOD RD,COS COB,22 VALLEYWOOD RD COS COB CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0385327,-73.603778
700163482,9 JACKSON ST,9 JACKSON ST,COS COB,9 JACKSON ST COS COB CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0427965,-73.6021019
700163515,71 VALLEYWOOD RD,71 VALLEYWOOD RD,COS COB,71 VALLEYWOOD RD COS COB CT,CT,Lead,MF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0429011,-73.6024385
700163524,73 VALLEYWOOD RD,73 VALLEYWOOD RD,COS COB,73 VALLEYWOOD RD COS COB CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0430491,-73.6023863
700163540,75 VALLEYWOOD RD,75 VALLEYWOOD RD,COS COB,75 VALLEYWOOD RD COS COB CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0432196,-73.6023281
700163668,84 ORCHARD ST,84 ORCHARD ST,COS COB,84 ORCHARD ST COS COB CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0447878,-73.6017161
700163721,76 ORCHARD ST,76 ORCHARD ST,COS COB,76 ORCHARD ST COS COB CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0445045,-73.6004999
700163768,76 SINAWOY RD,76 SINAWOY RD,COS COB,76 SINAWOY RD COS COB CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0438706,-73.6004175
700163846,62 SINAWOY RD,62 SINAWOY RD,COS COB,62 SINAWOY RD COS COB CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0430209,-73.6014355
700163871,58 SINAWOY RD,58 SINAWOY RD,COS COB,58 SINAWOY RD COS COB CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.042716,-73.6014629
700163886,56 SINAWOY RD,56 SINAWOY RD,COS COB,56 SINAWOY RD COS COB CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0425619,-73.6014699
700163956,46 SINAWOY RD,46 SINAWOY RD,COS COB,46 SINAWOY RD COS COB CT,CT,Lead,MF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0416599,-73.6021263
700163979,42 SINAWOY RD,42 SINAWOY RD,COS COB,42 SINAWOY RD COS COB CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0413232,-73.6016608
700164551,32 SINAWOY RD,32 SINAWOY RD,COS COB,32 SINAWOY RD COS COB CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0404136,-73.6013364
700164578,28 SINAWOY RD,28 SINAWOY RD,COS COB,28 SINAWOY RD COS COB CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0401092,-73.6012735
700164621,22 SINAWOY RD,22 SINAWOY RD,COS COB,22 SINAWOY RD COS COB CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0394818,-73.6008583
700164693,14 SINAWOY RD,14 SINAWOY RD,COS COB,14 SINAWOY RD COS COB CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0390445,-73.6006319
700165035,21 SUBURBAN AVE,21 SUBURBAN AVE,COS COB,21 SUBURBAN AVE COS COB CT,CT,Lead,SF,CT0570011_LCRR_Inventory_Initial_10.16.24.xlsx,NA,NA,CT0570011,TRUE,CT0570011,Aquarion Water Co of CT-Greenwich,41.0406205,-73.5994415
