SITE ID,LOCATION IDENTIFIER,STREET ADDRESS,TOWN,merged address,STATE,BUILDING TYPE,PWSID,SYSTEM NAME,lat,long
700023229,591 Bishop Ave,591 Bishop Ave,Bridgeport,591 Bishop Ave Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1902954,-73.1574829
700023239,88 Sheridan St,88 Sheridan St,Bridgeport,88 Sheridan St Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1902366,-73.1693734
700023240,595 Bishop Ave,595 Bishop Ave,Bridgeport,595 Bishop Ave Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1903986,-73.1574917
700023266,615 Bishop Ave,615 Bishop Ave,Bridgeport,615 Bishop Ave Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1906454,-73.1575433
700023313,258 Sheridan St,258 Sheridan St,Bridgeport,258 Sheridan St Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1926342,-73.1691377
700023314,262 Sheridan St,262 Sheridan St,Bridgeport,262 Sheridan St Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1927356,-73.1691527
700023329,67 Mead St,67 Mead St,Bridgeport,67 Mead St Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1902039,-73.1683177
700023337,1078-1080 Ogden Street Ext,1078-1080 Ogden Street Ext,Bridgeport,1078-1080 Ogden Street Ext Bridgeport Ct,Ct,"Nonresidential, Non-School, Non-Daycare",Ct0150011,Aquarion Water Co Of Ct-Main System,,
700023339,1090 Ogden Street Ext,1090 Ogden Street Ext,Bridgeport,1090 Ogden Street Ext Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,,
700023342,1136 Ogden Street Ext,1136 Ogden Street Ext,Bridgeport,1136 Ogden Street Ext Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,,
700023355,1149 Ogden Street Ext,1149 Ogden Street Ext,Bridgeport,1149 Ogden Street Ext Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,,
700023359,1145-47 Ogden Street Ext,1145-47 Ogden Street Ext,Bridgeport,1145-47 Ogden Street Ext Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,,
700023362,17-19 Florence St,17-19 Florence St,Bridgeport,17-19 Florence St Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1832706,-73.1556756
700023368,1161-1165 Ogden Street Ext,1161-1165 Ogden Street Ext,Bridgeport,1161-1165 Ogden Street Ext Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,,
700023370,29 Freeman St,29 Freeman St,Bridgeport,29 Freeman St Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1822012,-73.1576701
700023373,1162 Ogden Street Ext,1162 Ogden Street Ext,Bridgeport,1162 Ogden Street Ext Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,,
700023374,31-33 Freeman St,31-33 Freeman St,Bridgeport,31-33 Freeman St Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1825477,-73.1574574
700023381,1166 Ogden Street Ext,1166 Ogden Street Ext,Bridgeport,1166 Ogden Street Ext Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,,
700023386,54 Freeman St,54 Freeman St,Bridgeport,54 Freeman St Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.182536,-73.1572385
700023389,11 Bell St,11 Bell St,Bridgeport,11 Bell St Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1913919,-73.1686294
700023397,28 Bell St,28 Bell St,Bridgeport,28 Bell St Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.191522,-73.1682472
700023425,55-57 Waterman St,55-57 Waterman St,Bridgeport,55-57 Waterman St Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1821289,-73.1583247
700023428,55-57 Bell St,55-57 Bell St,Bridgeport,55-57 Bell St Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1922598,-73.1684296
700023434,66 Bell St,66 Bell St,Bridgeport,66 Bell St Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1920902,-73.1682245
700023452,81 Bell St,81 Bell St,Bridgeport,81 Bell St Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1924183,-73.1685618
700024531,1549-1551 Central Ave,1549-1551 Central Ave,Bridgeport,1549-1551 Central Ave Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1803621,-73.1660504
700024554,1685 Central Ave,1685 Central Ave,Bridgeport,1685 Central Ave Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1901842,-73.1678064
700024579,1717 Central Ave,1717 Central Ave,Bridgeport,1717 Central Ave Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1906252,-73.1677996
700024584,1739 Central Ave,1739 Central Ave,Bridgeport,1739 Central Ave Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1909393,-73.1677565
700024588,1743 Central Ave,1743 Central Ave,Bridgeport,1743 Central Ave Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1909814,-73.167702
700024595,1761 Central Ave,1761 Central Ave,Bridgeport,1761 Central Ave Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1912706,-73.1677549
700024598,1765 Central Ave,1765 Central Ave,Bridgeport,1765 Central Ave Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1913262,-73.1677536
700024609,57-59 Alanson Rd,57-59 Alanson Rd,Bridgeport,57-59 Alanson Rd Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1817821,-73.1592884
700024614,1793 Central Ave,1793 Central Ave,Bridgeport,1793 Central Ave Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1916829,-73.1677349
700024623,1845 Central Ave,1845 Central Ave,Bridgeport,1845 Central Ave Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1923702,-73.1677022
700024631,1867 Central Ave,1867 Central Ave,Bridgeport,1867 Central Ave Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1926455,-73.1676971
700024655,35 Ford Pl,35 Ford Pl,Bridgeport,35 Ford Pl Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1880007,-73.1667182
700024668,60-62 Ford Pl,60-62 Ford Pl,Bridgeport,60-62 Ford Pl Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1877961,-73.1665067
700024672,68-70 Ford Pl,68-70 Ford Pl,Bridgeport,68-70 Ford Pl Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1877961,-73.1665067
700024675,2-4 Mill Hill Ave,2-4 Mill Hill Ave,Bridgeport,2-4 Mill Hill Ave Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1882285,-73.1654865
700024699,49 Mill Hill Ave,49 Mill Hill Ave,Bridgeport,49 Mill Hill Ave Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1871816,-73.165835
700024774,410 Mill Hill Ave,410 Mill Hill Ave,Bridgeport,410 Mill Hill Ave Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1921314,-73.1648689
700024789,430 Mill Hill Ave,430 Mill Hill Ave,Bridgeport,430 Mill Hill Ave Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1924009,-73.1648677
700024797,440 Mill Hill Ave,440 Mill Hill Ave,Bridgeport,440 Mill Hill Ave Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.192533,-73.1648609
700024800,457 Mill Hill Ave,457 Mill Hill Ave,Bridgeport,457 Mill Hill Ave Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1927109,-73.1654601
700024836,220 Ridgefield Ave,220 Ridgefield Ave,Bridgeport,220 Ridgefield Ave Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.189774,-73.1638795
700024918,343-345 Ridgefield Ave,343-345 Ridgefield Ave,Bridgeport,343-345 Ridgefield Ave Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1901758,-73.1641173
700024930,361 Ridgefield Ave,361 Ridgefield Ave,Bridgeport,361 Ridgefield Ave Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1918178,-73.1641979
700024947,394-396 Ridgefield Ave,394-396 Ridgefield Ave,Bridgeport,394-396 Ridgefield Ave Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1901758,-73.1641173
700024951,404-406 Ridgefield Ave,404-406 Ridgefield Ave,Bridgeport,404-406 Ridgefield Ave Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1901758,-73.1641173
700024955,413-417 Ridgefield Ave,413-417 Ridgefield Ave,Bridgeport,413-417 Ridgefield Ave Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1901758,-73.1641173
700024959,414-16 Ridgefield Ave,414-16 Ridgefield Ave,Bridgeport,414-16 Ridgefield Ave Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1901758,-73.1641173
700024967,424-426 Ridgefield Ave,424-426 Ridgefield Ave,Bridgeport,424-426 Ridgefield Ave Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1901758,-73.1641173
700026057,1819 Central Ave,1819 Central Ave,Bridgeport,1819 Central Ave Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1920183,-73.1677525
700026065,1116 Ogden Street Ext,1116 Ogden Street Ext,Bridgeport,1116 Ogden Street Ext Bridgeport Ct,Ct,"Nonresidential, Non-School, Non-Daycare",Ct0150011,Aquarion Water Co Of Ct-Main System,,
700026135,47 N Bishop Ave,47 N Bishop Ave,Bridgeport,47 N Bishop Ave Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1937039,-73.1575093
700026137,403 Ridgefield Ave,403 Ridgefield Ave,Bridgeport,403 Ridgefield Ave Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.192372,-73.1641287
700026248,246 Judson Pl,246 Judson Pl,Bridgeport,246 Judson Pl Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1920355,-73.1626121
700026251,253-255 Judson Pl,253-255 Judson Pl,Bridgeport,253-255 Judson Pl Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.191117,-73.1629413
700026255,263 Judson Pl,263 Judson Pl,Bridgeport,263 Judson Pl Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1923186,-73.163083
700026261,273 Judson Pl,273 Judson Pl,Bridgeport,273 Judson Pl Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1924943,-73.1630751
700026264,283-85 Judson Pl,283-85 Judson Pl,Bridgeport,283-85 Judson Pl Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.191117,-73.1629413
700026274,293 Judson Pl,293 Judson Pl,Bridgeport,293 Judson Pl Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1927288,-73.1631079
700026278,303-305 Judson Pl,303-305 Judson Pl,Bridgeport,303-305 Judson Pl Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.191117,-73.1629413
700026363,267 Summerfield Ave,267 Summerfield Ave,Bridgeport,267 Summerfield Ave Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1913104,-73.162079
700026393,329-331 Summerfield Ave,329-331 Summerfield Ave,Bridgeport,329-331 Summerfield Ave Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1905863,-73.1618801
700026408,50-52 Prince St,50-52 Prince St,Bridgeport,50-52 Prince St Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1898351,-73.1610298
700026420,83 Prince St,83 Prince St,Bridgeport,83 Prince St Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1890989,-73.1613132
700026424,84-86 Prince St,84-86 Prince St,Bridgeport,84-86 Prince St Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1898351,-73.1610298
700026436,100 Prince St,100 Prince St,Bridgeport,100 Prince St Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1893311,-73.1608547
700026440,101-103 Prince St,101-103 Prince St,Bridgeport,101-103 Prince St Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1898351,-73.1610298
700026448,111 Prince St,111 Prince St,Bridgeport,111 Prince St Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1895122,-73.1613051
700026452,122 Prince St,122 Prince St,Bridgeport,122 Prince St Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1896006,-73.1608413
700027561,265 Prince St,265 Prince St,Bridgeport,265 Prince St Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1915303,-73.1610901
700027569,30 Pixlee Pl,30 Pixlee Pl,Bridgeport,30 Pixlee Pl Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1889914,-73.1597591
700027603,73 Pixlee Pl,73 Pixlee Pl,Bridgeport,73 Pixlee Pl Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1894481,-73.1602553
700027621,94-96 Pixlee Pl,94-96 Pixlee Pl,Bridgeport,94-96 Pixlee Pl Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1908175,-73.1601707
700027627,97-99 Pixlee Pl,97-99 Pixlee Pl,Bridgeport,97-99 Pixlee Pl Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1908175,-73.1601707
700027636,109-111 Pixlee Pl,109-111 Pixlee Pl,Bridgeport,109-111 Pixlee Pl Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1908175,-73.1601707
700027650,141-143 Pixlee Pl,141-143 Pixlee Pl,Bridgeport,141-143 Pixlee Pl Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1908175,-73.1601707
700027663,157 Pixlee Pl,157 Pixlee Pl,Bridgeport,157 Pixlee Pl Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1906762,-73.1603245
700027686,197 Pixlee Pl,197 Pixlee Pl,Bridgeport,197 Pixlee Pl Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1912231,-73.1603779
700027694,213 Pixlee Pl,213 Pixlee Pl,Bridgeport,213 Pixlee Pl Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1914326,-73.1604217
700027712,246-250 Pixlee Pl,246-250 Pixlee Pl,Bridgeport,246-250 Pixlee Pl Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1908175,-73.1601707
700027748,318 Pixlee Pl,318 Pixlee Pl,Bridgeport,318 Pixlee Pl Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1928044,-73.1601385
700027760,23 Willow St,23 Willow St,Bridgeport,23 Willow St Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1870383,-73.1588901
700027764,24 Willow St,24 Willow St,Bridgeport,24 Willow St Bridgeport Ct,Ct,Multi-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1868724,-73.1584407
700027796,66 Willow St,66 Willow St,Bridgeport,66 Willow St Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1873533,-73.158624
700027822,197 Willow St,197 Willow St,Bridgeport,197 Willow St Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1891278,-73.1593182
700027867,248 Willow St,248 Willow St,Bridgeport,248 Willow St Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1898431,-73.1588004
700027874,250 Willow St,250 Willow St,Bridgeport,250 Willow St Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1898738,-73.1588731
700027881,259 Willow St,259 Willow St,Bridgeport,259 Willow St Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1900181,-73.1593993
700027931,289 Willow St,289 Willow St,Bridgeport,289 Willow St Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1904321,-73.1594405
700027974,317 Willow St,317 Willow St,Bridgeport,317 Willow St Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1907932,-73.1593833
700027990,327 Willow St,327 Willow St,Bridgeport,327 Willow St Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1909083,-73.1594879
700027997,329 Willow St,329 Willow St,Bridgeport,329 Willow St Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1909568,-73.1594067
700029541,408 Willow St,408 Willow St,Bridgeport,408 Willow St Bridgeport Ct,Ct,Single-Family Residence,Ct0150011,Aquarion Water Co Of Ct-Main System,41.1920667,-73.1590819
