SITE ID,LOCATION IDENTIFIER,STREET ADDRESS,TOWN,merged address,STATE,ENTIRE SERVICE LINE MATERIAL CLASSIFICATION,BUILDING TYPE,PWSID,SYSTEM NAME,lat,long
117048,021801840062,799 NORTH MAIN ST,Waterbury,799 NORTH MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5640345,-73.0315631
117068,021801840064,817 NORTH MAIN ST,Waterbury,817 NORTH MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5641488,-73.0312554
117248,021801850082,839 NORTH MAIN ST,Waterbury,839 NORTH MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5643258,-73.0310023
117278,021801850085,875 NORTH MAIN ST,Waterbury,875 NORTH MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5646503,-73.0306385
117288,021801850086,885 NORTH MAIN ST,Waterbury,885 NORTH MAIN ST Waterbury Connecticut,Connecticut,Lead,O,CT1510011,Waterbury Water Department,41.5649734,-73.0312312
117308,021801850088,907 NORTH MAIN ST,Waterbury,907 NORTH MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5649784,-73.0302977
117388,021801860096,116 EASTON AVE,Waterbury,116 EASTON AVE Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.566089,-73.0304368
117468,021801860104,963 NORTH MAIN ST,Waterbury,963 NORTH MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5656537,-73.0298368
117488,021801860106,975 NORTH MAIN ST,Waterbury,975 NORTH MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5657947,-73.0297494
117498,021801860107,981 NORTH MAIN ST,Waterbury,981 NORTH MAIN ST Waterbury Connecticut,Connecticut,Lead,O,CT1510011,Waterbury Water Department,41.5656136,-73.0296531
117868,021801890034,109 EASTON AVE,Waterbury,109 EASTON AVE Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5662117,-73.0309102
117918,021801900121,958 NORTH MAIN ST,Waterbury,958 NORTH MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5654049,-73.0294173
117928,021801900122,954 NORTH MAIN ST,Waterbury,954 NORTH MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5652544,-73.0293969
117958,021801900125,920 NORTH MAIN ST,Waterbury,920 NORTH MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5649234,-73.029771
117968,021801900126,910 NORTH MAIN ST,Waterbury,910 NORTH MAIN ST Waterbury Connecticut,Connecticut,Lead,NONRES,CT1510011,Waterbury Water Department,41.5647983,-73.0298243
117978,021801900127,898 NORTH MAIN ST,Waterbury,898 NORTH MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5647018,-73.0300032
118118,021801910112,1002 NORTH MAIN ST,Waterbury,1002 NORTH MAIN ST Waterbury Connecticut,Connecticut,Lead,O,CT1510011,Waterbury Water Department,41.5660287,-73.0288992
12188,006002540004,2855 NORTH MAIN ST,Waterbury,2855 NORTH MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5943951,-73.0266255
12198,006002540005,2861 NORTH MAIN ST,Waterbury,2861 NORTH MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5941934,-73.026765
12208,006002540006,2869 NORTH MAIN ST,Waterbury,2869 NORTH MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5944043,-73.0267676
12218,006002540007,2877 NORTH MAIN ST,Waterbury,2877 NORTH MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5946009,-73.026727
12228,006002540008,2881 NORTH MAIN ST,Waterbury,2881 NORTH MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5948017,-73.0267737
12308,006002540122,2917 NORTH MAIN ST,Waterbury,2917 NORTH MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5957056,-73.0267256
12318,006002540123,2925 NORTH MAIN ST,Waterbury,2925 NORTH MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5958594,-73.026832
124478,023105260049,131 REVERE ST EXT,Waterbury,131 REVERE ST EXT Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,NA,NA
124518,023105260053,111 REVERE ST,Waterbury,111 REVERE ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.563233,-73.0639648
129648,023601651251,549 NORTH MAIN ST,Waterbury,549 NORTH MAIN ST Waterbury Connecticut,Connecticut,Lead,NONRES,CT1510011,Waterbury Water Department,41.5611576,-73.0341378
131008,023601760172,32 HAWKINS ST,Waterbury,32 HAWKINS ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5611281,-73.0371723
131028,023601760174,10 - 12 PEARL ST,Waterbury,10 - 12 PEARL ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5636811,-73.0380788
131048,023601760176,18 PEARL ST,Waterbury,18 PEARL ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.561526,-73.0373271
131058,023601760177,22 PEARL ST,Waterbury,22 PEARL ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5616429,-73.0373419
131068,023601760178,28 PEARL ST,Waterbury,28 PEARL ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.561753,-73.0373475
131258,023601770171,28 HAWKINS ST,Waterbury,28 HAWKINS ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.561127,-73.0369608
140338,025200240002,618 WEST MAIN ST,Waterbury,618 WEST MAIN ST Waterbury Connecticut,Connecticut,Lead,NONRES,CT1510011,Waterbury Water Department,41.5581178,-73.0526501
140368,027400070001,21 WEST MAIN ST,Waterbury,21 WEST MAIN ST Waterbury Connecticut,Connecticut,Lead,NONRES,CT1510011,Waterbury Water Department,41.5556789,-73.041326
140518,025200670009,640 WEST MAIN ST,Waterbury,640 WEST MAIN ST Waterbury Connecticut,Connecticut,Lead,NONRES,CT1510011,Waterbury Water Department,41.5582869,-73.0519184
141078,025300540073,380 WEST MAIN ST,Waterbury,380 WEST MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5581432,-73.0470791
141118,025300540077,428 WEST MAIN ST,Waterbury,428 WEST MAIN ST Waterbury Connecticut,Connecticut,Lead,NONRES,CT1510011,Waterbury Water Department,41.5583991,-73.0481385
141498,025300560096,478 WEST MAIN ST,Waterbury,478 WEST MAIN ST Waterbury Connecticut,Connecticut,Lead,O,CT1510011,Waterbury Water Department,41.558401,-73.0490392
141508,025300560097,466 WEST MAIN ST,Waterbury,466 WEST MAIN ST Waterbury Connecticut,Connecticut,Lead,O,CT1510011,Waterbury Water Department,41.558389,-73.0488889
141518,025300560098,460 WEST MAIN ST,Waterbury,460 WEST MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5584437,-73.0486783
141528,025300560099,450 WEST MAIN ST,Waterbury,450 WEST MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5583019,-73.0485734
141588,025300570094,496 WEST MAIN ST,Waterbury,496 WEST MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5585048,-73.049446
141598,025300570095,490 WEST MAIN ST,Waterbury,490 WEST MAIN ST Waterbury Connecticut,Connecticut,Lead,O,CT1510011,Waterbury Water Department,41.5583202,-73.049362
142298,025400020531,171 NORTH MAIN ST,Waterbury,171 NORTH MAIN ST Waterbury Connecticut,Connecticut,Lead,NONRES,CT1510011,Waterbury Water Department,41.5579999,-73.0394002
143738,025501640079,24 ADAMS ST,Waterbury,24 ADAMS ST Waterbury Connecticut,Connecticut,Lead,O,CT1510011,Waterbury Water Department,41.5612864,-73.0369868
143928,025501660147,474 NORTH MAIN ST,Waterbury,474 NORTH MAIN ST Waterbury Connecticut,Connecticut,Lead,NONRES,CT1510011,Waterbury Water Department,41.5601977,-73.0344936
143948,025501660149,496 NORTH MAIN ST,Waterbury,496 NORTH MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5604703,-73.0343647
146358,025705530132,71 OAK ST,Waterbury,71 OAK ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5593644,-73.0237234
147778,025705790133,72 OAK ST,Waterbury,72 OAK ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5593305,-73.0240877
147788,025705790134,68 OAK ST,Waterbury,68 OAK ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5594313,-73.0241418
148248,025705790180,76 OAK ST,Waterbury,76 OAK ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5592214,-73.0240571
148258,025705790181,80 OAK ST,Waterbury,80 OAK ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5590928,-73.0240329
148268,025705800204,106 OAK ST,Waterbury,106 OAK ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5584539,-73.0238586
148278,025705800205,104 OAK ST,Waterbury,104 OAK ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.558495,-73.0238687
148288,025705800206,102 OAK ST,Waterbury,102 OAK ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5585346,-73.023892
148308,025705800208,98 OAK ST,Waterbury,98 OAK ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5586242,-73.0239009
148338,025705800211,92 OAK ST,Waterbury,92 OAK ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5587523,-73.0239445
148348,025705800212,90 OAK ST,Waterbury,90 OAK ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5587956,-73.0239514
148358,025705800213,88 OAK ST,Waterbury,88 OAK ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.558839,-73.023964
148368,025705800214,86 OAK ST,Waterbury,86 OAK ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5588826,-73.0239764
149048,025705830280,121 OAK ST,Waterbury,121 OAK ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5580358,-73.0232707
149058,025705830281,113 OAK ST,Waterbury,113 OAK ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5582037,-73.0233183
149068,025705830282,101 OAK ST,Waterbury,101 OAK ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5585365,-73.023407
149078,025705830283,95 OAK ST,Waterbury,95 OAK ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5586595,-73.0234407
149138,025705830289,152 BEECH ST,Waterbury,152 BEECH ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5581038,-73.0225714
149158,025705832891,50 ASH ST,Waterbury,50 ASH ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.558292,-73.0227311
149968,025805840001,157 BEECH ST,Waterbury,157 BEECH ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5580362,-73.0220798
149978,025805840002,151 BEECH ST,Waterbury,151 BEECH ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5582046,-73.0221444
149988,025805840003,139 BEECH ST,Waterbury,139 BEECH ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5583909,-73.0221678
155978,027100250088,990 WEST MAIN ST,Waterbury,990 WEST MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5578017,-73.0572032
156128,027100260017,1050 WEST MAIN ST,Waterbury,1050 WEST MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5574134,-73.0599512
157128,027200220023,649 WEST MAIN ST,Waterbury,649 WEST MAIN ST Waterbury Connecticut,Connecticut,Lead,NONRES,CT1510011,Waterbury Water Department,41.5575943,-73.0510131
157168,027200240012,718 WEST MAIN ST,Waterbury,718 WEST MAIN ST Waterbury Connecticut,Connecticut,Lead,NONRES,CT1510011,Waterbury Water Department,41.5578203,-73.0534978
157308,027300170038,283 WEST MAIN ST,Waterbury,283 WEST MAIN ST Waterbury Connecticut,Connecticut,Lead,NONRES,CT1510011,Waterbury Water Department,41.5570516,-73.0459269
157398,027300180031,389 MEADOW ST,Waterbury,389 MEADOW ST Waterbury Connecticut,Connecticut,Lead,O,CT1510011,Waterbury Water Department,41.5554372,-73.0472535
157788,027400020025,95 NORTH MAIN ST,Waterbury,95 NORTH MAIN ST Waterbury Connecticut,Connecticut,Lead,NONRES,CT1510011,Waterbury Water Department,41.5566874,-73.0403808
157818,027400020029,161 NORTH MAIN ST,Waterbury,161 NORTH MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5578958,-73.0395559
157838,027400030010,130 WEST MAIN ST,Waterbury,130 WEST MAIN ST Waterbury Connecticut,Connecticut,Lead,NONRES,CT1510011,Waterbury Water Department,41.5573095,-73.0426735
158078,027400070061,41 WEST MAIN ST,Waterbury,41 WEST MAIN ST Waterbury Connecticut,Connecticut,Lead,NONRES,CT1510011,Waterbury Water Department,41.5558108,-73.0419433
158358,027400140048,26 NORTH MAIN ST,Waterbury,26 NORTH MAIN ST Waterbury Connecticut,Connecticut,Lead,NONRES,CT1510011,Waterbury Water Department,41.5562791,-73.0403726
158488,027400150041,99 EAST MAIN ST,Waterbury,99 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,NONRES,CT1510011,Waterbury Water Department,41.555915,-73.0390083
161578,027700960165,224 OAK ST,Waterbury,224 OAK ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5553168,-73.0241985
161628,027700960170,220 OAK ST,Waterbury,220 OAK ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5551069,-73.0240559
161658,027700970172,213 OAK ST,Waterbury,213 OAK ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5554921,-73.0236975
161668,027700970173,209 OAK ST,Waterbury,209 OAK ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5556009,-73.0236532
16208,006902390003,2840 NORTH MAIN ST,Waterbury,2840 NORTH MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5935651,-73.0263702
16218,006902390004,2834 NORTH MAIN ST,Waterbury,2834 NORTH MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5933985,-73.0264249
16228,006902390005,2828 NORTH MAIN ST,Waterbury,2828 NORTH MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5932276,-73.0264744
16238,006902390006,2822 NORTH MAIN ST,Waterbury,2822 NORTH MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5931027,-73.02661
162428,027705820124,190 OAK ST,Waterbury,190 OAK ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5563482,-73.024001
162438,027705820125,178 OAK ST,Waterbury,178 OAK ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5564583,-73.023984
162448,027705820126,170 OAK ST,Waterbury,170 OAK ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5565926,-73.0239201
162458,027705820127,166 OAK ST,Waterbury,166 OAK ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5567464,-73.0239025
162478,027705820129,158 OAK ST,Waterbury,158 OAK ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5570055,-73.0238274
162488,027705820130,154 OAK ST,Waterbury,154 OAK ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5571313,-73.0238003
16248,006902390007,2812 NORTH MAIN ST,Waterbury,2812 NORTH MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5928458,-73.0265581
162498,027705820131,150 OAK ST,Waterbury,150 OAK ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5573084,-73.0238396
162508,027705820132,144 OAK ST,Waterbury,144 OAK ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.557422,-73.0236978
162518,027705820133,138 OAK ST,Waterbury,138 OAK ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5576391,-73.0237013
162538,027705820135,122 OAK ST,Waterbury,122 OAK ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5579302,-73.0237344
162718,027705830138,143 OAK ST,Waterbury,143 OAK ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5574798,-73.0232389
162738,027705830140,151 OAK ST,Waterbury,151 OAK ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5572052,-73.0232821
162748,027705830141,155 OAK ST,Waterbury,155 OAK ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.557048,-73.0231891
162758,027705830142,161 OAK ST,Waterbury,161 OAK ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5569247,-73.0233771
162788,027705830146,172 BEECH ST,Waterbury,172 BEECH ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5575761,-73.0224088
16278,006902530001,2817 NORTH MAIN ST,Waterbury,2817 NORTH MAIN ST Waterbury Connecticut,Connecticut,Lead,NONRES,CT1510011,Waterbury Water Department,41.5931818,-73.0277085
162798,027705830147,178 BEECH ST,Waterbury,178 BEECH ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5572543,-73.0223184
162808,027705830148,184 BEECH ST,Waterbury,184 BEECH ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.55758,-73.0223564
162858,027705831451,156 BEECH ST,Waterbury,156 BEECH ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.557924,-73.0225487
163408,027706030162,191 OAK ST,Waterbury,191 OAK ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5561288,-73.0235217
163568,027805840014,185 BEECH ST,Waterbury,185 BEECH ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5572424,-73.0219193
163578,027805840015,175 BEECH ST,Waterbury,175 BEECH ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5575538,-73.0219972
163588,027805840016,163 BEECH ST,Waterbury,163 BEECH ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5578446,-73.0221001
17478,007509850017,17 ASHFORD ST,Waterbury,17 ASHFORD ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5896492,-73.0459792
17488,007509850018,19 ASHFORD ST,Waterbury,19 ASHFORD ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5896452,-73.0457519
175198,029000420092,1201 WEST MAIN ST,Waterbury,1201 WEST MAIN ST Waterbury Connecticut,Connecticut,Lead,NONRES,CT1510011,Waterbury Water Department,41.5529311,-73.0625623
175208,029000420093,1243 WEST MAIN ST,Waterbury,1243 WEST MAIN ST Waterbury Connecticut,Connecticut,Lead,NONRES,CT1510011,Waterbury Water Department,41.5524518,-73.0633906
175238,029000430076,1157 WEST MAIN ST,Waterbury,1157 WEST MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5541741,-73.0613612
175248,029000430077,1163 WEST MAIN ST,Waterbury,1163 WEST MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5540232,-73.0614445
175258,029000430078,1167 WEST MAIN ST,Waterbury,1167 WEST MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.553947,-73.0615579
175268,029000430079,1171 WEST MAIN ST,Waterbury,1171 WEST MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5538493,-73.0616573
17548,007509850024,35 HARVARD ST,Waterbury,35 HARVARD ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5892253,-73.0455342
177148,029400120103,115 SOUTH MAIN ST,Waterbury,115 SOUTH MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5543861,-73.0401083
177258,039203000001,952 SOUTH MAIN ST,Waterbury,952 SOUTH MAIN ST Waterbury Connecticut,Connecticut,Lead,NONRES,CT1510011,Waterbury Water Department,41.5434841,-73.0380294
178018,029500130003,122 EAST MAIN ST,Waterbury,122 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department,41.5550764,-73.0386561
17808,007609850003,67 HARVARD ST,Waterbury,67 HARVARD ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department,41.5890435,-73.0443545
